GEOID10,City,County,Density
93526,Independence,Inyo,0.659195123
93527,Inyokern,Kern,0.21499466
93528,Johannesburg,Kern,0.972529852
93529,June Lake,Mono,0.505875531
93530,Keeler,Inyo,0.873178009
93531,Keene,Kern,0.579095761
93532,Lake Hughes,Los Angeles,0.280100157
93534,Lancaster,Los Angeles,0.242040345
93535,Lancaster,Los Angeles,0.542602857
93536,Lancaster,Los Angeles,0.408955901
93539,Lancaster,Los Angeles,0.974796607
93541,Lee Vining,Mono,0.994554918
93542,Little Lake,Inyo,0.608826234
93543,Littlerock,Los Angeles,0.99826314
93544,Llano,Los Angeles,0.401088051
93545,Lone Pine,Inyo,0.030408695
93546,Mammoth Lakes,Mono,0.549948124
93549,Olancha,Inyo,0.784977393
93550,Palmdale,Los Angeles,0.562364541
93551,Palmdale,Los Angeles,0.349357427
93552,Palmdale,Los Angeles,0.7470961
93553,Pearblossom,Los Angeles,0.481556012
93554,Randsburg,Kern,0.871658161
93555,Ridgecrest,Kern,0.430691133
93556,Ridgecrest,Kern,0.005433373
93558,Red Mountain,San Bernardino,0.892392273
93560,Rosamond,Kern,0.169333279
93561,Tehachapi,Kern,0.37509907
93562,Trona,San Bernardino,0.730255373
93563,Valyermo,Los Angeles,0.310226715
93581,Tehachapi,Kern,0.461516509
93584,Lancaster,Los Angeles,0.662923325
93586,Lancaster,Los Angeles,0.179942636
93590,Palmdale,Los Angeles,0.144310276
93591,Palmdale,Los Angeles,0.36840607
93592,Trona,San Bernardino,0.438799883
93596,Boron,Kern,0.444004992
93599,Palmdale,Los Angeles,0.827403903
93601,Ahwahnee,Madera,0.084361482
93602,Auberry,Fresno,0.588739551
93603,Badger,Tulare,0.810297485
93604,Bass Lake,Madera,0.239454721
93605,Big Creek,Fresno,0.974377086
93606,Biola,Fresno,0.130621676
93607,Burrel,Fresno,0.049185234
93608,Cantua Creek,Fresno,0.368279221
93609,Caruthers,Fresno,0.973342753
93610,Chowchilla,Madera,0.258595545
93611,Clovis,Fresno,0.169825425
93612,Clovis,Fresno,0.916369878
93613,Clovis,Fresno,0.213759133
93614,Coarsegold,Madera,0.959288758
93615,Cutler,Tulare,0.563241003
93616,Del Rey,Fresno,0.374161303
93618,Dinuba,Tulare,0.885878485
93619,Clovis,Fresno,0.040211748
93620,Dos Palos,Merced,0.416248289
93621,Dunlap,Fresno,0.897415136
93622,Firebaugh,Fresno,0.746591694
93623,Fish Camp,Mariposa,0.644120154
93624,Five Points,Fresno,0.943929006
93625,Fowler,Fresno,0.476155927
93626,Friant,Fresno,0.179088226
93627,Helm,Fresno,0.866653269
93628,Hume,Fresno,0.107502323
93630,Kerman,Fresno,0.519625129
93631,Kingsburg,Fresno,0.866209537
93633,Kings Canyon National Pk,Tulare,0.237912686
93634,Lakeshore,Fresno,0.945971189
93635,Los Banos,Merced,0.271734893
93636,Madera,Madera,0.752849317
93637,Madera,Madera,0.684764103
93638,Madera,Madera,0.805045269
93639,Madera,Madera,0.386392061
93640,Mendota,Fresno,0.666409918
93641,Miramonte,Fresno,0.552690409
93642,Mono Hot Springs,Fresno,0.356746494
93643,North Fork,Madera,0.44331764
93644,Oakhurst,Madera,0.52790456
93645,O Neals,Madera,0.867636588
93646,Orange Cove,Fresno,0.976143499
93647,Orosi,Tulare,0.255978157
93648,Parlier,Fresno,0.585053721
93649,Piedra,Fresno,0.303394326
93650,Fresno,Fresno,0.715014268
93651,Prather,Fresno,0.562515406
93652,Raisin City,Fresno,0.899932107
93653,Raymond,Madera,0.481347059
93654,Reedley,Fresno,0.046885175
93656,Riverdale,Fresno,0.239286413
93657,Sanger,Fresno,0.641307217
93660,San Joaquin,Fresno,0.560191081
93661,Santa Rita Park,Merced,0.927153079
93662,Selma,Fresno,0.737204436
93664,Shaver Lake,Fresno,0.474683796
93665,South Dos Palos,Merced,0.175469525
93666,Sultana,Tulare,0.204486533
93667,Tollhouse,Fresno,0.635886699
93668,Tranquillity,Fresno,0.512140912
93669,Wishon,Madera,0.414805814
93670,Yettem,Tulare,0.715878069
93673,Traver,Tulare,0.675126359
93675,Squaw Valley,Fresno,0.66383777
93701,Fresno,Fresno,0.087900095
93702,Fresno,Fresno,0.22970925
93703,Fresno,Fresno,0.491217361
93704,Fresno,Fresno,0.420662287
93705,Fresno,Fresno,0.764770014
93706,Fresno,Fresno,0.521428588
93707,Fresno,Fresno,0.75429132
93708,Fresno,Fresno,0.01233344
93709,Fresno,Fresno,0.214617638
93710,Fresno,Fresno,0.974661718
93711,Fresno,Fresno,0.641188753
93712,Fresno,Fresno,0.194373249
93714,Fresno,Fresno,0.080924031
93715,Fresno,Fresno,0.708053103
93716,Fresno,Fresno,0.168417112
93717,Fresno,Fresno,0.005077951
93718,Fresno,Fresno,0.05185604
93720,Fresno,Fresno,0.336147121
93721,Fresno,Fresno,0.00109544
93722,Fresno,Fresno,0.977992194
93723,Fresno,Fresno,0.649701871
93724,Fresno,Fresno,0.343787607
93725,Fresno,Fresno,0.698311416
93726,Fresno,Fresno,0.604812682
93727,Fresno,Fresno,0.854565313
93728,Fresno,Fresno,0.073473905
93729,Fresno,Fresno,0.957808292
93730,Fresno,Fresno,0.896811668
93740,Fresno,Fresno,0.269684237
93741,Fresno,Fresno,0.209599467
93744,Fresno,Fresno,0.467052427
93745,Fresno,Fresno,0.773289084
93747,Fresno,Fresno,0.425617135
93750,Fresno,Fresno,0.237910098
93755,Fresno,Fresno,0.611414318
93760,Fresno,Fresno,0.889987979
93761,Fresno,Fresno,0.353785613
93764,Fresno,Fresno,0.341491841
93765,Fresno,Fresno,0.068236864
93771,Fresno,Fresno,0.695725254
93772,Fresno,Fresno,0.148210346
93773,Fresno,Fresno,0.288730407
93774,Fresno,Fresno,0.032285999
93775,Fresno,Fresno,0.023811386
93776,Fresno,Fresno,0.999624249
93777,Fresno,Fresno,0.062767125
93778,Fresno,Fresno,0.392939715
93779,Fresno,Fresno,0.591786576
93780,Fresno,Fresno,0.648836803
93784,Fresno,Fresno,0.943005015
93786,Fresno,Fresno,0.088969397
93790,Fresno,Fresno,0.196868425
93791,Fresno,Fresno,0.073282187
93792,Fresno,Fresno,0.773053022
93793,Fresno,Fresno,0.087488432
93794,Fresno,Fresno,0.769618887
93844,Fresno,Fresno,0.499426849
93888,Fresno,Fresno,0.362035186
93901,Salinas,Monterey,0.720926696
93902,Salinas,Monterey,0.29796599
93905,Salinas,Monterey,0.976862332
93906,Salinas,Monterey,0.19888657
93907,Salinas,Monterey,0.476589908
93908,Salinas,Monterey,0.181273455
93912,Salinas,Monterey,0.104370913
93915,Salinas,Monterey,0.638090606
93920,Big Sur,Monterey,0.359191421
93921,Carmel By The Sea,Monterey,0.910783033
93922,Carmel,Monterey,0.156696844
93923,Carmel,Monterey,0.735395771
93924,Carmel Valley,Monterey,0.008560196
93925,Chualar,Monterey,0.493194082
93926,Gonzales,Monterey,0.727505282
93927,Greenfield,Monterey,0.318268147
93928,Jolon,Monterey,0.141595081
93930,King City,Monterey,0.94592693
93932,Lockwood,Monterey,0.123552998
93933,Marina,Monterey,0.637208205
93940,Monterey,Monterey,0.936150395
93942,Monterey,Monterey,0.66642955
93943,Monterey,Monterey,0.998255215
93944,Monterey,Monterey,0.517061049
93950,Pacific Grove,Monterey,0.538035406
93953,Pebble Beach,Monterey,0.299809259
93954,San Lucas,Monterey,0.774811005
93955,Seaside,Monterey,0.667089779
93960,Soledad,Monterey,0.107813126
93962,Spreckels,Monterey,0.719542509
94002,Belmont,San Mateo,0.978027362
94005,Brisbane,San Mateo,0.422408332
94010,Burlingame,San Mateo,0.935399139
94011,Burlingame,San Mateo,0.448376605
94013,Daly City,San Mateo,0.549012102
94014,Daly City,San Mateo,0.153805227
94015,Daly City,San Mateo,0.002365644
94016,Daly City,San Mateo,0.117214364
94017,Daly City,San Mateo,0.542226769
94018,El Granada,San Mateo,0.88639487
94019,Half Moon Bay,San Mateo,0.394752827
94020,La Honda,San Mateo,0.337512009
94021,Loma Mar,San Mateo,0.236540644
94022,Los Altos,Santa Clara,0.594407491
94023,Los Altos,Santa Clara,0.124033121
94024,Los Altos,Santa Clara,0.600354354
94025,Menlo Park,San Mateo,0.943733391
94026,Menlo Park,San Mateo,0.290044826
94027,Atherton,San Mateo,0.028540248
94028,Portola Valley,San Mateo,0.023256958
94030,Millbrae,San Mateo,0.547822193
94035,Mountain View,Santa Clara,0.302175182
94037,Montara,San Mateo,0.070636517
94038,Moss Beach,San Mateo,0.666343437
94039,Mountain View,Santa Clara,0.00552208
94040,Mountain View,Santa Clara,0.27260167
94041,Mountain View,Santa Clara,0.427400204
94042,Mountain View,Santa Clara,0.63161935
94043,Mountain View,Santa Clara,0.377095119
94044,Pacifica,San Mateo,0.785742637
94060,Pescadero,San Mateo,0.506600572
94061,Redwood City,San Mateo,0.658921787
94062,Redwood City,San Mateo,0.072139666
94063,Redwood City,San Mateo,0.063947108
94064,Redwood City,San Mateo,0.788736619
94065,Redwood City,San Mateo,0.891893333
94066,San Bruno,San Mateo,0.410550708
94070,San Carlos,San Mateo,0.318920777
94074,San Gregorio,San Mateo,0.889100862
94080,South San Francisco,San Mateo,0.176274113
94083,South San Francisco,San Mateo,0.258054028
94085,Sunnyvale,Santa Clara,0.385582668
94086,Sunnyvale,Santa Clara,0.068066881
94087,Sunnyvale,Santa Clara,0.584582661
94088,Sunnyvale,Santa Clara,0.766617502
94089,Sunnyvale,Santa Clara,0.470758034
94096,San Bruno,San Mateo,0.051209189
94098,San Bruno,San Mateo,0.568049527
94101,San Francisco,San Francisco,0.917166225
94102,San Francisco,San Francisco,0.335224257
94103,San Francisco,San Francisco,0.547669915
94104,San Francisco,San Francisco,0.041892293
94105,San Francisco,San Francisco,0.120865484
94106,San Francisco,San Francisco,0.69764967
94107,San Francisco,San Francisco,0.439989028
94108,San Francisco,San Francisco,0.226334919
94109,San Francisco,San Francisco,0.668119914
94110,San Francisco,San Francisco,0.985272692
94111,San Francisco,San Francisco,0.4272605
94112,San Francisco,San Francisco,0.907297122
94114,San Francisco,San Francisco,0.06495783
94115,San Francisco,San Francisco,0.172216478
94116,San Francisco,San Francisco,0.06190816
94117,San Francisco,San Francisco,0.833227815
94118,San Francisco,San Francisco,0.878581651
94119,San Francisco,San Francisco,0.300172389
94120,San Francisco,San Francisco,0.131568198
94121,San Francisco,San Francisco,0.738833124
94122,San Francisco,San Francisco,0.685188295
94123,San Francisco,San Francisco,0.916158634
94124,San Francisco,San Francisco,0.221842019
94125,San Francisco,San Francisco,0.118640526
94126,San Francisco,San Francisco,0.534100366
94127,San Francisco,San Francisco,0.755833726
94128,San Francisco,San Mateo,0.305259743
94129,San Francisco,San Francisco,0.601191341
94130,San Francisco,San Francisco,0.95147097
94131,San Francisco,San Francisco,0.209275794
94132,San Francisco,San Francisco,0.559198905
94133,San Francisco,San Francisco,0.645566546
94134,San Francisco,San Francisco,0.479808941
94135,San Francisco,San Francisco,0.531900015
94136,San Francisco,San Francisco,0.978274904
94137,San Francisco,San Francisco,0.086736858
94138,San Francisco,San Francisco,0.961764749
94139,San Francisco,San Francisco,0.490474692
94140,San Francisco,San Francisco,0.605162572
94141,San Francisco,San Francisco,0.581586982
94142,San Francisco,San Francisco,0.738327876
94143,San Francisco,San Francisco,0.322633615
94144,San Francisco,San Francisco,0.321874415
94145,San Francisco,San Francisco,0.39262533
94146,San Francisco,San Francisco,0.100154047
94147,San Francisco,San Francisco,0.601384792
94150,San Francisco,San Francisco,0.360657433
94151,San Francisco,San Francisco,0.300720741
94152,San Francisco,San Francisco,0.558838936
94153,San Francisco,San Francisco,0.66763264
94154,San Francisco,San Francisco,0.704333457
94155,San Francisco,San Francisco,0.81595672
94156,San Francisco,San Francisco,0.615319749
94157,San Francisco,San Francisco,0.606228278
94158,San Francisco,San Francisco,0.13494276
94159,San Francisco,San Francisco,0.2727545
94160,San Francisco,San Francisco,0.394322191
94161,San Francisco,San Francisco,0.315795073
94162,San Francisco,San Francisco,0.861734152
94163,San Francisco,San Francisco,0.145896439
94164,San Francisco,San Francisco,0.591585369
94165,San Francisco,San Francisco,0.119147606
94166,San Francisco,San Francisco,0.019893745
94167,San Francisco,San Francisco,0.797593996
94168,San Francisco,San Francisco,0.191643089
94169,San Francisco,San Francisco,0.942438201
94170,San Francisco,San Francisco,0.811676955
94171,San Francisco,San Francisco,0.392755974
94172,San Francisco,San Francisco,0.891152345
94175,San Francisco,San Francisco,0.873268298
94177,San Francisco,San Francisco,0.943894816
94188,San Francisco,San Francisco,0.427433539
94199,San Francisco,San Francisco,0.168551379
94203,Sacramento,Sacramento,0.451842821
94204,Sacramento,Sacramento,0.359092855
94205,Sacramento,Sacramento,0.849971935
94206,Sacramento,Sacramento,0.332380565
94207,Sacramento,Sacramento,0.257482257
94208,Sacramento,Sacramento,0.417683693
94209,Sacramento,Sacramento,0.989430817
94211,Sacramento,Sacramento,0.374128894
94229,Sacramento,Sacramento,0.004263527
94230,Sacramento,Sacramento,0.545549153
94232,Sacramento,Sacramento,0.388300475
94234,Sacramento,Sacramento,0.365412436
94235,Sacramento,Sacramento,0.892026694
94236,Sacramento,Sacramento,0.665228642
94237,Sacramento,Sacramento,0.768005099
94239,Sacramento,Sacramento,0.186322353
94240,Sacramento,Sacramento,0.304891041
94244,Sacramento,Sacramento,0.276925455
94245,Sacramento,Sacramento,0.816211402
94246,Sacramento,Sacramento,0.07742973
94247,Sacramento,Sacramento,0.819341347
94248,Sacramento,Sacramento,0.837534199
94249,Sacramento,Sacramento,0.447601564
94250,Sacramento,Sacramento,0.200715451
94252,Sacramento,Sacramento,0.854580703
94254,Sacramento,Sacramento,0.169569213
94256,Sacramento,Sacramento,0.441661139
94257,Sacramento,Sacramento,0.159766557
94258,Sacramento,Sacramento,0.693237103
94259,Sacramento,Sacramento,0.359156184
94261,Sacramento,Sacramento,0.309916919
94262,Sacramento,Sacramento,0.224231994
94263,Sacramento,Sacramento,0.193025641
94267,Sacramento,Sacramento,0.625511952
94268,Sacramento,Sacramento,0.667510061
94269,Sacramento,Sacramento,0.212629917
94271,Sacramento,Sacramento,0.71832158
94273,Sacramento,Sacramento,0.278426898
94274,Sacramento,Sacramento,0.13834793
94277,Sacramento,Sacramento,0.688067786
94278,Sacramento,Sacramento,0.797189673
94279,Sacramento,Sacramento,0.625740752
94280,Sacramento,Sacramento,0.54978178
94282,Sacramento,Sacramento,0.687723522
94283,Sacramento,Sacramento,0.414886554
94284,Sacramento,Sacramento,0.943643763
94285,Sacramento,Sacramento,0.949374922
94286,Sacramento,Sacramento,0.06484263
94287,Sacramento,Sacramento,0.984042657
94288,Sacramento,Sacramento,0.40931736
94289,Sacramento,Sacramento,0.563699645
94290,Sacramento,Sacramento,0.145397403
94291,Sacramento,Sacramento,0.21240022
94293,Sacramento,Sacramento,0.232199256
94294,Sacramento,Sacramento,0.006659275
94295,Sacramento,Sacramento,0.035971009
94296,Sacramento,Sacramento,0.437711048
94297,Sacramento,Sacramento,0.745194944
94298,Sacramento,Sacramento,0.528535727
94299,Sacramento,Sacramento,0.142128697
94301,Palo Alto,Santa Clara,0.118536961
94302,Palo Alto,Santa Clara,0.809344515
94303,Palo Alto,Santa Clara,0.845607381
94304,Palo Alto,Santa Clara,0.951545393
94305,Stanford,Santa Clara,0.872153079
94306,Palo Alto,Santa Clara,0.086991383
94309,Palo Alto,Santa Clara,0.117304096
94401,San Mateo,San Mateo,0.282827588
94402,San Mateo,San Mateo,0.501364439
94403,San Mateo,San Mateo,0.368847816
94404,San Mateo,San Mateo,0.330207342
94497,San Mateo,San Mateo,0.763750947
94501,Alameda,Alameda,0.401396958
94502,Alameda,Alameda,0.12550119
94503,American Canyon,Napa,0.409491183
94506,Danville,Contra Costa,0.112704844
94507,Alamo,Contra Costa,0.659835279
94508,Angwin,Napa,0.352928674
94509,Antioch,Contra Costa,0.421742872
94510,Benicia,Solano,0.845300544
94511,Bethel Island,Contra Costa,0.206911818
94512,Birds Landing,Solano,0.127375656
94513,Brentwood,Contra Costa,0.026030737
94514,Byron,Contra Costa,0.070347121
94515,Calistoga,Napa,0.57120736
94516,Canyon,Contra Costa,0.417294391
94517,Clayton,Contra Costa,0.148237763
94518,Concord,Contra Costa,0.956448441
94519,Concord,Contra Costa,0.284701638
94520,Concord,Contra Costa,0.133034489
94521,Concord,Contra Costa,0.96080558
94522,Concord,Contra Costa,0.345723764
94523,Pleasant Hill,Contra Costa,0.699715328
94524,Concord,Contra Costa,0.710505758
94525,Crockett,Contra Costa,0.682970318
94526,Danville,Contra Costa,0.232072282
94527,Concord,Contra Costa,0.689358752
94528,Diablo,Contra Costa,0.729594771
94529,Concord,Contra Costa,0.834599797
94530,El Cerrito,Contra Costa,0.967693329
94531,Antioch,Contra Costa,0.077647989
94533,Fairfield,Solano,0.978919566
94534,Fairfield,Solano,0.491003843
94535,Travis Afb,Solano,0.084407183
94536,Fremont,Alameda,0.551247294
94537,Fremont,Alameda,0.4815619
94538,Fremont,Alameda,0.523624872
94539,Fremont,Alameda,0.79725154
94540,Hayward,Alameda,0.833072316
94541,Hayward,Alameda,0.613395037
94542,Hayward,Alameda,0.280561005
94543,Hayward,Alameda,0.983261578
94544,Hayward,Alameda,0.288111789
94545,Hayward,Alameda,0.49862728
94546,Castro Valley,Alameda,0.15501974
94547,Hercules,Contra Costa,0.515253241
94548,Knightsen,Contra Costa,0.589977695
94549,Lafayette,Contra Costa,0.602020652
94550,Livermore,Alameda,0.031069798
94551,Livermore,Alameda,0.949585773
94552,Castro Valley,Alameda,0.256794061
94553,Martinez,Contra Costa,0.124755165
94555,Fremont,Alameda,0.576133981
94556,Moraga,Contra Costa,0.343171753
94557,Hayward,Alameda,0.49060658
94558,Napa,Napa,0.099950364
94559,Napa,Napa,0.386300534
94560,Newark,Alameda,0.506225713
94561,Oakley,Contra Costa,0.576426452
94562,Oakville,Napa,0.691672978
94563,Orinda,Contra Costa,0.644154762
94564,Pinole,Contra Costa,0.037165939
94565,Pittsburg,Contra Costa,0.221251343
94566,Pleasanton,Alameda,0.850846275
94567,Pope Valley,Napa,0.121415331
94568,Dublin,Alameda,0.382246019
94569,Port Costa,Contra Costa,0.425173772
94570,Moraga,Contra Costa,0.775938962
94571,Rio Vista,Solano,0.976750501
94572,Rodeo,Contra Costa,0.222474855
94573,Rutherford,Napa,0.031678399
94574,Saint Helena,Napa,0.965119512
94575,Moraga,Contra Costa,0.044454016
94576,Deer Park,Napa,0.945694431
94577,San Leandro,Alameda,0.966971839
94578,San Leandro,Alameda,0.032538488
94579,San Leandro,Alameda,0.066021307
94580,San Lorenzo,Alameda,0.007019092
94581,Napa,Napa,0.678281107
94582,San Ramon,Contra Costa,0.165963409
94583,San Ramon,Contra Costa,0.436953191
94585,Suisun City,Solano,0.502944426
94586,Sunol,Alameda,0.27338891
94587,Union City,Alameda,0.550695609
94588,Pleasanton,Alameda,0.198989806
94589,Vallejo,Solano,0.24985298
94590,Vallejo,Solano,0.542777329
94591,Vallejo,Solano,0.991767136
94592,Vallejo,Solano,0.198062181
94595,Walnut Creek,Contra Costa,0.701066131
94596,Walnut Creek,Contra Costa,0.65866392
94597,Walnut Creek,Contra Costa,0.8251446
94598,Walnut Creek,Contra Costa,0.553272406
94599,Yountville,Napa,0.408686386
94601,Oakland,Alameda,0.863399196
94602,Oakland,Alameda,0.13882706
94603,Oakland,Alameda,0.993816977
94604,Oakland,Alameda,0.41249837
94605,Oakland,Alameda,0.041032153
94606,Oakland,Alameda,0.310476609
94607,Oakland,Alameda,0.348827756
94608,Emeryville,Alameda,0.145431039
94609,Oakland,Alameda,0.937739153
94610,Oakland,Alameda,0.015566772
94611,Oakland,Alameda,0.890763599
94612,Oakland,Alameda,0.115258238
94613,Oakland,Alameda,0.501283884
94614,Oakland,Alameda,0.306331503
94615,Oakland,Alameda,0.473280969
94617,Oakland,Alameda,0.010114833
94618,Oakland,Alameda,0.422805027
94619,Oakland,Alameda,0.614460179
94620,Piedmont,Alameda,0.610247462
94621,Oakland,Alameda,0.263942261
94622,Oakland,Alameda,0.543919788
94623,Oakland,Alameda,0.943914405
94624,Oakland,Alameda,0.207329935
94625,Oakland,Alameda,0.273726887
94649,Oakland,Alameda,0.641651378
94659,Oakland,Alameda,0.587611631
94660,Oakland,Alameda,0.537813243
94661,Oakland,Alameda,0.260116615
94662,Emeryville,Alameda,0.232814032
94666,Oakland,Alameda,0.130689417
94701,Berkeley,Alameda,0.90373102
94702,Berkeley,Alameda,0.682867018
94703,Berkeley,Alameda,0.149936893
94704,Berkeley,Alameda,0.503179371
94705,Berkeley,Alameda,0.912551645
94706,Albany,Alameda,0.524046772
94707,Berkeley,Alameda,0.436615244
94708,Berkeley,Alameda,0.808012163
94709,Berkeley,Alameda,0.956784989
94710,Berkeley,Alameda,0.958859458
94712,Berkeley,Alameda,0.144992548
94720,Berkeley,Alameda,0.751188505
94801,Richmond,Contra Costa,0.980138413
94802,Richmond,Contra Costa,0.580165411
94803,El Sobrante,Contra Costa,0.298824157
94804,Richmond,Contra Costa,0.812860282
94805,Richmond,Contra Costa,0.795084979
94806,San Pablo,Contra Costa,0.47948006
94807,Richmond,Contra Costa,0.515091616
94808,Richmond,Contra Costa,0.252480498
94820,El Sobrante,Contra Costa,0.508417211
94850,Richmond,Contra Costa,0.266765126
94901,San Rafael,Marin,0.665040015
94903,San Rafael,Marin,0.065998894
94904,Greenbrae,Marin,0.141465892
94912,San Rafael,Marin,0.986461313
94913,San Rafael,Marin,0.296812651
94914,Kentfield,Marin,0.417530097
94915,San Rafael,Marin,0.050716458
94920,Belvedere Tiburon,Marin,0.669948611
94922,Bodega,Sonoma,0.760200233
94923,Bodega Bay,Sonoma,0.618843767
94924,Bolinas,Marin,0.764070712
94925,Corte Madera,Marin,0.988541905
94926,Cotati,Sonoma,0.539722034
94927,Rohnert Park,Sonoma,0.381782206
94928,Rohnert Park,Sonoma,0.312895638
94929,Dillon Beach,Marin,0.294930893
94930,Fairfax,Marin,0.04699913
94931,Cotati,Sonoma,0.657266709
94933,Forest Knolls,Marin,0.289910724
94937,Inverness,Marin,0.261259443
94938,Lagunitas,Marin,0.952804118
94939,Larkspur,Marin,0.213985249
94940,Marshall,Marin,0.390318037
94941,Mill Valley,Marin,0.735940664
94942,Mill Valley,Marin,0.9242594
94945,Novato,Marin,0.912514316
94946,Nicasio,Marin,0.828017476
94947,Novato,Marin,0.905092658
94948,Novato,Marin,0.488584604
94949,Novato,Marin,0.866347869
94950,Olema,Marin,0.624830451
94951,Penngrove,Sonoma,0.103615385
94952,Petaluma,Sonoma,0.749750275
94953,Petaluma,Sonoma,0.502177939
94954,Petaluma,Sonoma,0.844515338
94955,Petaluma,Sonoma,0.717930275
94956,Point Reyes Station,Marin,0.194838981
94957,Ross,Marin,0.209156298
94960,San Anselmo,Marin,0.450026704
94963,San Geronimo,Marin,0.283540649
94964,San Quentin,Marin,0.142330229
94965,Sausalito,Marin,0.852032202
94966,Sausalito,Marin,0.241704982
94970,Stinson Beach,Marin,0.611032359
94971,Tomales,Marin,0.390789847
94972,Valley Ford,Sonoma,0.596357295
94973,Woodacre,Marin,0.444418277
94974,San Quentin,Marin,0.067131548
94975,Petaluma,Sonoma,0.715720702
94976,Corte Madera,Marin,0.807975169
94977,Larkspur,Marin,0.459878381
94978,Fairfax,Marin,0.813520505
94979,San Anselmo,Marin,0.520672457
94998,Novato,Marin,0.992941081
94999,Petaluma,Sonoma,0.655106533
95001,Aptos,Santa Cruz,0.964596156
95002,Alviso,Santa Clara,0.107662754
95003,Aptos,Santa Cruz,0.721429339
95004,Aromas,Monterey,0.947637641
95005,Ben Lomond,Santa Cruz,0.301520845
95006,Boulder Creek,Santa Cruz,0.459830368
95007,Brookdale,Santa Cruz,0.678686184
95008,Campbell,Santa Clara,0.501905987
95009,Campbell,Santa Clara,0.455511249
95010,Capitola,Santa Cruz,0.117971341
95011,Campbell,Santa Clara,0.135867532
95012,Castroville,Monterey,0.835762373
95013,Coyote,Santa Clara,0.746745263
95014,Cupertino,Santa Clara,0.953629801
95015,Cupertino,Santa Clara,0.286589335
95017,Davenport,Santa Cruz,0.915111431
95018,Felton,Santa Cruz,0.403962309
95019,Freedom,Santa Cruz,0.798591044
95020,Gilroy,Santa Clara,0.156791192
95021,Gilroy,Santa Clara,0.52077535
95023,Hollister,San Benito,0.486541009
95024,Hollister,San Benito,0.571037687
95026,Holy City,Santa Clara,0.146551232
95030,Los Gatos,Santa Clara,0.747982767
95031,Los Gatos,Santa Clara,0.023366357
95032,Los Gatos,Santa Clara,0.703688223
95033,Los Gatos,Santa Cruz,0.568918279
95035,Milpitas,Santa Clara,0.239973134
95036,Milpitas,Santa Clara,0.750261314
95037,Morgan Hill,Santa Clara,0.431915651
95038,Morgan Hill,Santa Clara,0.656802385
95039,Moss Landing,Monterey,0.441353953
95041,Mount Hermon,Santa Cruz,0.993382417
95042,New Almaden,Santa Clara,0.458856886
95043,Paicines,San Benito,0.055474732
95044,Redwood Estates,Santa Clara,0.964623506
95045,San Juan Bautista,San Benito,0.887217759
95046,San Martin,Santa Clara,0.026285443
95050,Santa Clara,Santa Clara,0.057969207
95051,Santa Clara,Santa Clara,0.554714356
95052,Santa Clara,Santa Clara,0.8957428
95053,Santa Clara,Santa Clara,0.036698255
95054,Santa Clara,Santa Clara,0.0731872
95055,Santa Clara,Santa Clara,0.736128216
95056,Santa Clara,Santa Clara,0.841128419
95060,Santa Cruz,Santa Cruz,0.663110251
95061,Santa Cruz,Santa Cruz,0.681547822
95062,Santa Cruz,Santa Cruz,0.924486027
95063,Santa Cruz,Santa Cruz,0.078544069
95064,Santa Cruz,Santa Cruz,0.985615053
95065,Santa Cruz,Santa Cruz,0.289774723
95066,Scotts Valley,Santa Cruz,0.914642097
95067,Scotts Valley,Santa Cruz,0.026750876
95070,Saratoga,Santa Clara,0.651649798
95071,Saratoga,Santa Clara,0.810294833
95073,Soquel,Santa Cruz,0.764591598
95075,Tres Pinos,San Benito,0.324387367
95076,Watsonville,Santa Cruz,0.937270296
95077,Watsonville,Santa Cruz,0.810201144
95101,San Jose,Santa Clara,0.352354472
95103,San Jose,Santa Clara,0.405607782
95106,San Jose,Santa Clara,0.63795265
95108,San Jose,Santa Clara,0.289551794
95109,San Jose,Santa Clara,0.9295709
95110,San Jose,Santa Clara,0.300384491
95111,San Jose,Santa Clara,0.991050454
95112,San Jose,Santa Clara,0.868142661
95113,San Jose,Santa Clara,0.238937778
95115,San Jose,Santa Clara,0.939284251
95116,San Jose,Santa Clara,0.523092991
95117,San Jose,Santa Clara,0.416336651
95118,San Jose,Santa Clara,0.989719712
95119,San Jose,Santa Clara,0.066915701
95120,San Jose,Santa Clara,0.376693051
95121,San Jose,Santa Clara,0.274099516
95122,San Jose,Santa Clara,0.806936446
95123,San Jose,Santa Clara,0.190883728
95124,San Jose,Santa Clara,0.748560588
95125,San Jose,Santa Clara,0.226302733
95126,San Jose,Santa Clara,0.451188273
95127,San Jose,Santa Clara,0.830223892
95128,San Jose,Santa Clara,0.485013274
95129,San Jose,Santa Clara,0.409580608
95130,San Jose,Santa Clara,0.909285803
95131,San Jose,Santa Clara,0.217776751
95132,San Jose,Santa Clara,0.309302422
95133,San Jose,Santa Clara,0.156569988
95134,San Jose,Santa Clara,0.915468393
95135,San Jose,Santa Clara,0.076436465
95136,San Jose,Santa Clara,0.874583191
95138,San Jose,Santa Clara,0.748505431
95139,San Jose,Santa Clara,0.406668875
95140,Mount Hamilton,Santa Clara,0.070489845
95141,San Jose,Santa Clara,0.535086779
95148,San Jose,Santa Clara,0.299502022
95150,San Jose,Santa Clara,0.307929504
95151,San Jose,Santa Clara,0.868038909
95152,San Jose,Santa Clara,0.376696943
95153,San Jose,Santa Clara,0.922608885
