,PUBID,REGION,CENDIV,SQFT,PBA,YRCON,FREESTN,NELVTR,NESLTR,GLSSPC,OPEN24,WKHRS,NWKER,OPNWE,ONEACT,RFGEQP,ELHT1,ELCOOL,ELWATR,ELCOOK,ELMANU,ELCNS,YEAR,PBA_Detail
31,37,3,7,1500000,24,1971,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,29715594.0,2003,Retail other than mall
32,39,4,9,600000,18,1989,1.0,4.0,9.0,2.0,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5316444.0,2003,Strip shopping mall
33,40,4,9,260000,2,1926,1.0,2.0,3.0,,2.0,64.0,350.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1273489.0,2003,Religious worship
34,41,1,2,4000,2,1945,1.0,1.0,0.0,,1.0,168.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,9464.0,2003,Education
35,42,3,5,28000,12,1998,1.0,1.0,1.0,,2.0,48.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,154808.0,2003,Office
36,43,2,3,3750,1,1891,,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,23576.0,2003,Public assembly
37,44,4,9,5000,5,1963,1.0,1.0,0.0,,1.0,168.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,36035.0,2003,Other
38,45,3,5,2400,14,1946,1.0,3.0,0.0,,2.0,60.0,23.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,69364.0,2003,Vacant
39,47,3,5,100001,2,1990,1.0,4.0,3.0,,2.0,70.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3355788.0,2003,Lodging
40,48,4,8,250000,8,1989,1.0,2.0,10.0,,1.0,168.0,175.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4302907.0,2003,Public order and safety
41,49,2,4,3250,2,1993,1.0,2.0,0.0,,2.0,50.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,41176.0,2003,Retail other than mall
42,50,1,2,1000000,2,1977,1.0,3.0,1.0,2.0,1.0,168.0,7500.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,37360928.0,2003,Food sales
43,52,3,5,41000,12,2000,1.0,2.0,1.0,,2.0,70.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,132580.0,2003,Office
44,53,2,4,4100,13,1997,1.0,1.0,0.0,,2.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,9720.0,2003,Nonrefrigerated warehouse
45,54,2,3,180000,18,1990,1.0,3.0,2.0,,1.0,168.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2732843.0,2003,Religious worship
46,55,2,3,15000,25,1969,1.0,2.0,0.0,,2.0,67.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,198012.0,2003,Inpatient health care
47,56,2,4,35500,14,1973,1.0,1.0,1.0,,2.0,84.0,24.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,359502.0,2003,Retail other than mall
48,57,3,5,8000,23,1988,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,202060.0,2003,Food service
49,59,3,5,29000,14,1998,1.0,2.0,1.0,,2.0,48.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,231778.0,2003,Office
50,60,4,8,172000,25,1962,1.0,1.0,2.0,2.0,2.0,110.0,85.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4457525.0,2003,Office
51,61,2,3,1600,15,1992,1.0,2.0,0.0,,2.0,133.0,25.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,175903.0,2003,Nonrefrigerated warehouse
52,62,1,2,450000,16,1929,1.0,2.0,13.0,,1.0,168.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4420409.0,2003,Food service
53,63,2,3,4000,8,2000,1.0,2.0,0.0,,2.0,44.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,30507.0,2003,Inpatient health care
54,65,3,5,12000,14,1965,1.0,2.0,0.0,,2.0,55.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,157832.0,2003,Religious worship
55,66,2,4,102000,14,1968,1.0,1.0,2.0,,2.0,70.0,80.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,937945.0,2003,Education
56,67,3,7,1550,14,1980,1.0,1.0,0.0,,2.0,35.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,23059.0,2003,Vacant
57,68,2,4,28000,26,2000,1.0,3.0,1.0,,2.0,65.0,47.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,517216.0,2003,Nonrefrigerated warehouse
58,69,1,2,400000,2,1928,,0.0,6.0,,1.0,168.0,500.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5788787.0,2003,Public assembly
59,71,3,6,23500,25,1965,1.0,2.0,0.0,,2.0,84.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,213206.0,2003,Retail other than mall
60,72,2,3,77000,14,1958,,0.0,0.0,,2.0,45.0,38.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,677360.0,2003,Retail other than mall
61,73,4,8,7200,2,1999,1.0,1.0,0.0,,2.0,40.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,45121.0,2003,Education
62,74,3,5,2200,15,1970,1.0,2.0,0.0,,2.0,70.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,113700.0,2003,Nonrefrigerated warehouse
63,75,1,1,900000,2,2000,,0.0,19.0,2.0,2.0,55.0,1800.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,16628620.0,2003,Public assembly
64,76,2,3,116000,2,1989,1.0,3.0,2.0,,2.0,59.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2054220.0,2003,Food sales
65,77,4,8,20000,18,1969,1.0,3.0,0.0,,1.0,168.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,65347.0,2003,Service
66,78,3,6,91000,18,1971,1.0,2.0,1.0,,1.0,168.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,612000.0,2003,Education
67,79,3,5,310000,2,1984,,0.0,8.0,,2.0,56.0,700.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5009502.0,2003,Religious worship
68,81,2,3,67000,17,1963,1.0,2.0,2.0,,1.0,168.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1245431.0,2003,Office
69,82,1,2,16000,2,1988,1.0,2.0,0.0,,2.0,55.0,48.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,54223.0,2003,Public assembly
70,84,1,1,66000,23,1964,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,814224.0,2003,Education
71,85,3,5,13500,14,1985,1.0,3.0,0.0,,2.0,60.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,97656.0,2003,Inpatient health care
72,86,2,4,8800,5,1977,1.0,1.0,0.0,,2.0,40.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,21440.0,2003,Nonrefrigerated warehouse
73,87,3,6,68000,11,2000,,0.0,0.0,,1.0,168.0,40.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2791200.0,2003,Inpatient health care
74,89,4,8,430000,16,2002,1.0,2.0,14.0,,1.0,168.0,750.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,16117860.0,2003,Nonrefrigerated warehouse
75,90,1,2,18000,5,1992,1.0,2.0,0.0,,2.0,45.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,73358.0,2003,Office
76,91,4,9,54000,14,1963,1.0,3.0,1.0,,2.0,45.0,50.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,746335.0,2003,Vacant
77,92,3,5,1050,2,1968,1.0,3.0,0.0,,2.0,40.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,13397.0,2003,Nonrefrigerated warehouse
78,93,3,5,6000,26,1970,1.0,1.0,0.0,,2.0,40.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,21505.0,2003,Nonrefrigerated warehouse
79,94,2,3,104000,2,1965,1.0,1.0,0.0,,2.0,112.0,400.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4547562.0,2003,Office
80,95,2,4,275000,16,1991,1.0,1.0,12.0,,1.0,168.0,850.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9526099.0,2003,Education
81,96,1,1,36000,1,1900,,0.0,3.0,,2.0,90.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,79040.0,2003,Office
82,98,2,3,1650,2,1965,1.0,1.0,0.0,,2.0,38.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,9763.0,2003,Office
83,99,4,8,136000,23,1997,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,3371767.0,2003,Food service
84,100,3,6,3350,15,1974,1.0,1.0,0.0,,2.0,25.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,16754.0,2003,Service
85,101,1,2,1500,6,1927,,0.0,0.0,,2.0,60.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,179757.0,2003,Retail other than mall
86,102,2,3,1200,15,1998,1.0,1.0,0.0,,2.0,8.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4576.0,2003,Office
87,103,2,4,4000,26,1898,,0.0,0.0,,2.0,45.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,44755.0,2003,Vacant
88,105,1,2,1600,6,1990,1.0,1.0,0.0,,2.0,100.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,98762.0,2003,Food service
89,106,2,4,5000,2,1987,1.0,1.0,0.0,,2.0,60.0,12.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,44381.0,2003,Nonrefrigerated warehouse
90,107,2,4,4000,12,1983,1.0,2.0,0.0,,2.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,20458.0,2003,Office
91,108,3,7,65000,2,1987,1.0,3.0,1.0,,2.0,50.0,116.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,521549.0,2003,Education
92,109,3,6,2000,12,2000,1.0,1.0,0.0,,2.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6965.0,2003,Nonrefrigerated warehouse
93,111,3,6,53000,26,2000,1.0,2.0,0.0,,2.0,69.0,40.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1273865.0,2003,Vacant
94,112,2,3,21000,13,1970,1.0,2.0,0.0,,2.0,60.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,454920.0,2003,Public assembly
95,113,1,2,20000,2,1977,1.0,4.0,0.0,,2.0,55.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,68462.0,2003,Strip shopping mall
96,116,3,5,15000,5,1997,1.0,1.0,0.0,,2.0,40.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,45670.0,2003,Food sales
97,117,4,8,280000,5,1970,1.0,1.0,0.0,,2.0,50.0,73.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2154978.0,2003,Service
98,118,3,7,12500,12,1982,1.0,1.0,0.0,,2.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34111.0,2003,Retail other than mall
99,119,1,2,23000,25,1977,1.0,2.0,0.0,,2.0,63.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,219480.0,2003,Office
100,121,3,5,6500,1,1975,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Nonrefrigerated warehouse
101,123,3,7,27500,26,1997,1.0,1.0,0.0,,2.0,40.0,25.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,174905.0,2003,Nonrefrigerated warehouse
102,126,2,4,110000,5,1976,1.0,1.0,0.0,,2.0,100.0,40.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,551637.0,2003,Laboratory
103,131,3,5,36000,2,1992,1.0,3.0,1.0,,1.0,168.0,48.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,550244.0,2003,Public assembly
104,132,4,9,6100,26,1961,1.0,1.0,0.0,,2.0,84.0,33.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,81396.0,2003,Nonrefrigerated warehouse
105,133,1,1,42000,2,1999,1.0,2.0,1.0,,2.0,103.0,75.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,198851.0,2003,Vacant
106,134,4,9,10750,14,1954,1.0,2.0,0.0,,2.0,55.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,123772.0,2003,Nonrefrigerated warehouse
107,135,3,7,6000,91,1983,1.0,1.0,0.0,,1.0,168.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4189.0,2003,Office
108,136,3,7,158000,2,2000,1.0,4.0,4.0,,1.0,168.0,217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5642183.0,2003,Inpatient health care
109,137,2,3,28500,12,1992,1.0,1.0,0.0,,2.0,50.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,131901.0,2003,Office
110,138,3,7,5000,18,1919,1.0,1.0,0.0,,1.0,168.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,33589.0,2003,Nonrefrigerated warehouse
111,139,3,5,136000,14,1992,1.0,4.0,3.0,,2.0,85.0,230.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3101196.0,2003,Nonrefrigerated warehouse
112,140,1,2,94000,14,1961,1.0,3.0,0.0,,2.0,40.0,59.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,419000.0,2003,Office
113,141,3,5,2250,5,2000,1.0,1.0,0.0,,2.0,105.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6293.0,2003,Lodging
114,142,2,3,17000,12,1879,1.0,2.0,1.0,,2.0,77.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,136929.0,2003,Office
115,143,1,2,200001,14,1972,1.0,2.0,0.0,,2.0,50.0,124.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1348544.0,2003,Lodging
116,144,4,9,61000,16,1954,1.0,2.0,0.0,,1.0,168.0,200.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2170846.0,2003,Service
117,145,3,6,16000,4,1980,1.0,1.0,0.0,,2.0,60.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1530160.0,2003,Education
118,146,3,5,9000,15,1968,1.0,2.0,0.0,,2.0,80.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,224914.0,2003,Food service
119,147,3,5,148000,23,1979,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,2713109.0,2003,Education
120,149,3,5,108000,1,1934,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,35901.0,2003,Outpatient health care
121,150,3,7,10000,91,1980,1.0,1.0,0.0,,2.0,40.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,19870.0,2003,Nonrefrigerated warehouse
122,151,4,8,180000,23,1974,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,3610765.0,2003,Religious worship
123,152,3,5,13500,5,1995,1.0,2.0,0.0,,2.0,40.0,19.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,148063.0,2003,Religious worship
124,153,3,5,11250,12,1982,1.0,1.0,0.0,,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,89800.0,2003,Education
125,154,4,8,6700,23,2002,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,101602.0,2003,Office
126,156,2,4,3500,12,1977,1.0,1.0,0.0,,2.0,48.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,17851.0,2003,Office
127,157,2,3,1650,25,1948,1.0,1.0,0.0,,2.0,44.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,12587.0,2003,Lodging
128,158,3,5,92000,14,1999,1.0,3.0,1.0,,2.0,44.0,90.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,749372.0,2003,Retail other than mall
129,159,3,5,9000,23,2001,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,161129.0,2003,Office
130,160,3,7,65000,5,1996,1.0,1.0,0.0,,2.0,40.0,19.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,175090.0,2003,Lodging
131,161,2,3,150000,11,1965,1.0,1.0,1.0,,2.0,40.0,50.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3739605.0,2003,Office
132,162,3,6,100000,14,1970,1.0,2.0,0.0,,2.0,45.0,45.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1007315.0,2003,Education
133,163,2,4,9700,6,1981,1.0,1.0,0.0,,2.0,98.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,492958.0,2003,Religious worship
134,164,3,7,116000,23,1972,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,3363497.0,2003,Retail other than mall
135,165,4,9,7900,25,1977,1.0,2.0,0.0,,2.0,70.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,48000.0,2003,Office
136,166,2,3,1600000,24,1965,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,23319518.0,2003,Nonrefrigerated warehouse
137,167,3,5,33000,25,1976,1.0,1.0,0.0,,2.0,68.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,542720.0,2003,Food service
138,168,1,2,31000,23,1973,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,604374.0,2003,Public assembly
139,169,3,7,30500,18,1967,1.0,1.0,0.0,,1.0,168.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,299180.0,2003,Nonrefrigerated warehouse
140,171,3,5,6000,15,1996,1.0,1.0,0.0,,2.0,60.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,94914.0,2003,Office
141,172,3,7,21500,5,2002,1.0,1.0,0.0,,2.0,68.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,95426.0,2003,Service
142,173,2,3,116000,23,1971,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,2999124.0,2003,Service
143,175,4,8,4800,25,1922,,0.0,0.0,,2.0,72.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,14411.0,2003,Office
144,176,2,3,132000,8,1975,1.0,2.0,4.0,,2.0,45.0,500.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4786742.0,2003,Lodging
145,177,4,9,10250,14,1960,1.0,3.0,0.0,,2.0,50.0,12.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,66541.0,2003,Education
146,178,3,5,1300,15,1986,,0.0,0.0,,2.0,72.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,73969.0,2003,Office
147,179,1,1,18000,5,1970,1.0,1.0,0.0,,2.0,50.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,18000.0,2003,Nursing
148,181,3,5,2900,2,1991,1.0,2.0,0.0,,2.0,37.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10308.0,2003,Education
149,182,4,8,80000,8,1985,1.0,4.0,2.0,,2.0,66.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1990516.0,2003,Nonrefrigerated warehouse
150,183,4,8,36000,14,1954,1.0,2.0,0.0,,2.0,40.0,55.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,315360.0,2003,Education
151,184,2,3,30000,5,1973,1.0,1.0,0.0,,2.0,40.0,20.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,113290.0,2003,Office
152,186,2,4,8600,5,1942,1.0,1.0,0.0,,2.0,60.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7795.0,2003,Inpatient health care
153,187,2,4,2500,1,1947,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1102.0,2003,Public assembly
154,188,2,4,1600,26,2002,1.0,1.0,0.0,,2.0,40.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,436.0,2003,Public assembly
155,190,1,2,10250,15,1771,1.0,2.0,0.0,,2.0,84.0,25.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,229523.0,2003,Office
156,191,3,5,225000,2,1962,1.0,1.0,1.0,,2.0,40.0,93.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1425826.0,2003,Nonrefrigerated warehouse
157,192,3,6,66000,14,1992,1.0,2.0,0.0,,2.0,55.0,58.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,805852.0,2003,Strip shopping mall
158,193,3,5,4200,15,1998,1.0,4.0,0.0,,2.0,93.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,366355.0,2003,Laboratory
159,194,3,7,81000,2,2002,1.0,1.0,0.0,,2.0,70.0,250.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1816337.0,2003,Strip shopping mall
160,195,1,2,1500,15,1955,1.0,2.0,0.0,,2.0,60.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,75431.0,2003,Office
161,196,4,9,54000,23,1991,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,2449298.0,2003,Food service
162,197,2,3,44000,13,1923,1.0,2.0,2.0,,2.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,400919.0,2003,Religious worship
163,198,3,7,4800,91,1991,1.0,1.0,0.0,,2.0,52.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,24633.0,2003,Education
164,199,3,7,100000,12,1971,1.0,3.0,2.0,,2.0,50.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,729142.0,2003,Office
165,200,3,5,16750,14,1954,1.0,2.0,0.0,,2.0,55.0,60.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,465743.0,2003,Public assembly
166,201,3,7,6000,2,2000,1.0,1.0,1.0,,2.0,40.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,75362.0,2003,Office
167,202,2,3,320000,16,1995,1.0,2.0,12.0,,1.0,168.0,400.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,8933891.0,2003,Office
168,203,3,7,8000,5,1998,1.0,1.0,0.0,,2.0,50.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,15600.0,2003,Food service
169,204,2,3,17250,17,1974,1.0,2.0,0.0,,1.0,168.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,640258.0,2003,Office
170,205,3,5,104000,14,2002,1.0,5.0,0.0,,2.0,65.0,88.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1119852.0,2003,Food sales
171,206,2,4,60000,23,1987,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,1421540.0,2003,Vacant
172,207,2,3,22000,26,1997,1.0,1.0,0.0,,2.0,40.0,24.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,106584.0,2003,Nonrefrigerated warehouse
173,211,3,5,150000,2,1989,,0.0,4.0,,2.0,63.0,225.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2860632.0,2003,Nonrefrigerated warehouse
174,212,2,3,54000,1,1990,1.0,1.0,1.0,,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,62369.0,2003,Office
175,213,3,5,320000,1,1993,1.0,4.0,6.0,12.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6025422.0,2003,Retail other than mall
176,214,2,3,21750,23,1950,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,241536.0,2003,Service
177,215,3,5,42000,18,2002,1.0,3.0,1.0,,1.0,168.0,25.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,767943.0,2003,Office
178,216,4,9,55000,5,2000,1.0,1.0,0.0,,2.0,47.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,214286.0,2003,Nursing
179,217,2,4,2800,7,1974,1.0,1.0,0.0,,2.0,45.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,15562.0,2003,Education
180,218,2,4,455000,16,1971,1.0,4.0,14.0,,1.0,168.0,365.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,13018000.0,2003,Nonrefrigerated warehouse
181,219,3,5,74000,2,1998,1.0,2.0,2.0,,2.0,126.0,400.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1593618.0,2003,Education
182,220,3,5,7000,12,1989,1.0,1.0,0.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,43158.0,2003,Laboratory
183,223,4,8,800000,16,1950,1.0,1.0,9.0,,1.0,168.0,1000.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,23165701.0,2003,Lodging
184,224,4,9,44000,2,2003,1.0,2.0,1.0,,2.0,57.0,98.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,528320.0,2003,Food service
185,227,4,8,215000,16,1990,1.0,2.0,5.0,,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3151976.0,2003,Nonrefrigerated warehouse
186,228,3,6,385000,2,1975,,0.0,10.0,4.0,1.0,168.0,840.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,11360000.0,2003,Education
187,229,3,7,3600,26,2001,1.0,1.0,0.0,,2.0,52.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,15992.0,2003,Service
188,230,3,5,74000,23,1978,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,1664278.0,2003,Nonrefrigerated warehouse
189,231,3,5,2200,25,1961,,0.0,0.0,,2.0,66.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,43975.0,2003,Food service
190,232,1,2,6000,26,1997,1.0,2.0,0.0,,2.0,46.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,66799.0,2003,Nonrefrigerated warehouse
191,233,2,3,132000,14,2003,1.0,2.0,0.0,,2.0,50.0,65.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,269093.0,2003,Enclosed mall
192,234,3,7,8700,1,1945,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Inpatient health care
193,235,3,5,10750,5,1986,1.0,1.0,0.0,,2.0,50.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12103.0,2003,Service
